Date;Filière;Valeur (TWh)
2001-02;"Thermique fossile";4,678
2001-03;"Thermique fossile";4,489
2001-04;"Thermique fossile";2,595
2001-05;"Thermique fossile";2,198
2001-06;"Thermique fossile";2,28
2001-07;"Thermique fossile";1,781
2001-08;"Thermique fossile";1,369
2001-09;"Thermique fossile";1,827
2001-10;"Thermique fossile";2,802
2001-11;"Thermique fossile";7,119
2001-12;"Thermique fossile";8,761
2002-01;"Thermique fossile";8,19
2002-02;"Thermique fossile";6,635
2002-03;"Thermique fossile";6,022
2002-04;"Thermique fossile";3,848
2002-05;"Thermique fossile";2,671
2002-06;"Thermique fossile";2,294
2002-07;"Thermique fossile";2,409
2002-08;"Thermique fossile";1,692
2002-09;"Thermique fossile";2,905
2002-10;"Thermique fossile";3,862
2002-11;"Thermique fossile";5,05
2002-12;"Thermique fossile";6,003
2003-01;"Thermique fossile";7,197
2003-02;"Thermique fossile";6,832
2003-03;"Thermique fossile";5,839
2003-04;"Thermique fossile";3,916
2003-05;"Thermique fossile";2,437
2003-06;"Thermique fossile";2,509
2003-07;"Thermique fossile";2,945
2003-08;"Thermique fossile";2,924
2003-09;"Thermique fossile";3,371
2003-10;"Thermique fossile";4,441
2003-11;"Thermique fossile";6,153
2003-12;"Thermique fossile";6,301
2004-01;"Thermique fossile";6,332
2004-02;"Thermique fossile";6,197
2004-03;"Thermique fossile";7,036
2004-04;"Thermique fossile";4,087
2004-05;"Thermique fossile";2,885
2004-06;"Thermique fossile";2,913
2004-07;"Thermique fossile";2,439
2004-08;"Thermique fossile";2,631
2004-09;"Thermique fossile";2,99
2004-10;"Thermique fossile";3,343
2004-11;"Thermique fossile";5,986
2004-12;"Thermique fossile";6,755
2005-01;"Thermique fossile";6,748
2005-02;"Thermique fossile";7,51
2005-03;"Thermique fossile";7,584
2005-04;"Thermique fossile";4,064
2005-05;"Thermique fossile";2,692
2005-06;"Thermique fossile";2,906
2005-07;"Thermique fossile";3,312
2005-08;"Thermique fossile";2,005
2005-09;"Thermique fossile";3,124
2005-10;"Thermique fossile";3,712
2005-11;"Thermique fossile";7,271
2005-12;"Thermique fossile";8,722
2006-01;"Thermique fossile";8,577
2006-02;"Thermique fossile";8,067
2006-03;"Thermique fossile";7,793
2006-04;"Thermique fossile";1,987
2006-05;"Thermique fossile";1,517
2006-06;"Thermique fossile";2,181
2006-07;"Thermique fossile";2,822
2006-08;"Thermique fossile";1,884
2006-09;"Thermique fossile";2,728
2006-10;"Thermique fossile";3,078
2006-11;"Thermique fossile";6,334
2006-12;"Thermique fossile";6,88
2007-01;"Thermique fossile";6,524
2007-02;"Thermique fossile";5,87
2007-03;"Thermique fossile";6,34
2007-04;"Thermique fossile";3,589
2007-05;"Thermique fossile";2,835
2007-06;"Thermique fossile";2,49
2007-07;"Thermique fossile";2,589
2007-08;"Thermique fossile";2,092
2007-09;"Thermique fossile";2,942
2007-10;"Thermique fossile";4,239
2007-11;"Thermique fossile";7,57
2007-12;"Thermique fossile";8,019
2008-01;"Thermique fossile";7,007
2008-02;"Thermique fossile";6,151
2008-03;"Thermique fossile";6,408
2008-04;"Thermique fossile";3,904
2008-05;"Thermique fossile";1,954
2008-06;"Thermique fossile";2,877
2008-07;"Thermique fossile";2,525
2008-08;"Thermique fossile";1,729
2008-09;"Thermique fossile";3,094
2008-10;"Thermique fossile";4,401
2008-11;"Thermique fossile";6,074
2008-12;"Thermique fossile";7,052
2009-01;"Thermique fossile";7,933
2009-02;"Thermique fossile";6,84
2009-03;"Thermique fossile";6,152
2009-04;"Thermique fossile";2,567
2009-05;"Thermique fossile";1,786
2009-06;"Thermique fossile";2,065
2009-07;"Thermique fossile";2,368
2009-08;"Thermique fossile";2,539
2009-09;"Thermique fossile";3,583
2009-10;"Thermique fossile";4,754
2009-11;"Thermique fossile";6,594
2009-12;"Thermique fossile";7,714
2010-01;"Thermique fossile";8,802
2010-02;"Thermique fossile";6,822
2010-03;"Thermique fossile";7,25
2010-04;"Thermique fossile";3,568
2010-05;"Thermique fossile";2,843
2010-06;"Thermique fossile";2,367
2010-07;"Thermique fossile";2,953
2010-08;"Thermique fossile";1,58
2010-09;"Thermique fossile";2,964
2010-10;"Thermique fossile";4,713
2010-11;"Thermique fossile";7,024
2010-12;"Thermique fossile";8,597
2011-01;"Thermique fossile";6,599
2011-02;"Thermique fossile";6,553
2011-03;"Thermique fossile";6,807
2011-04;"Thermique fossile";2,888
2011-05;"Thermique fossile";3,227
2011-06;"Thermique fossile";1,974
2011-07;"Thermique fossile";1,673
2011-08;"Thermique fossile";1,806
2011-09;"Thermique fossile";2,749
2011-10;"Thermique fossile";4,673
2011-11;"Thermique fossile";7,08
2011-12;"Thermique fossile";5,475
2012-01;"Thermique fossile";5,399
2012-02;"Thermique fossile";8,721
2012-03;"Thermique fossile";5,276
2012-04;"Thermique fossile";3,484
2012-05;"Thermique fossile";1,771
2012-06;"Thermique fossile";2,219
2012-07;"Thermique fossile";2,221
2012-08;"Thermique fossile";2,534
2012-09;"Thermique fossile";2,449
2012-10;"Thermique fossile";3,517
2012-11;"Thermique fossile";5,19
2012-12;"Thermique fossile";5,319
2013-01;"Thermique fossile";6,301
2013-02;"Thermique fossile";6,357
2013-03;"Thermique fossile";6,27
2013-04;"Thermique fossile";2,983
2013-05;"Thermique fossile";1,403
2013-06;"Thermique fossile";1,112
2013-07;"Thermique fossile";1,636
2013-08;"Thermique fossile";2,044
2013-09;"Thermique fossile";2,784
2013-10;"Thermique fossile";3,261
2013-11;"Thermique fossile";4,877
2013-12;"Thermique fossile";4,546
2014-01;"Thermique fossile";3,031036563881
2014-02;"Thermique fossile";2,568259187598
2014-03;"Thermique fossile";2,82620799681
2014-04;"Thermique fossile";1,420471359424
2014-05;"Thermique fossile";0,992956043612
2014-06;"Thermique fossile";0,945437594429
2014-07;"Thermique fossile";0,76336677241
2014-08;"Thermique fossile";0,710829179058
2014-09;"Thermique fossile";1,411691225957
2014-10;"Thermique fossile";2,293652347649
2014-11;"Thermique fossile";3,402039375699
2014-12;"Thermique fossile";4,200564357167
2015-01;"Thermique fossile";4,88284446265
2015-02;"Thermique fossile";5,229633994707
2015-03;"Thermique fossile";3,889203839684
2015-04;"Thermique fossile";1,624218674238
2015-05;"Thermique fossile";0,645996208547
2015-06;"Thermique fossile";0,66256748615
2015-07;"Thermique fossile";1,283504774862
2015-08;"Thermique fossile";0,772233416769
2015-09;"Thermique fossile";1,852501824504
2015-10;"Thermique fossile";3,601618214304
2015-11;"Thermique fossile";4,534826286179
2015-12;"Thermique fossile";4,026631460288
2016-01;"Thermique fossile";4,752440182116
2016-02;"Thermique fossile";3,622412529785
2016-03;"Thermique fossile";4,296467032608
2016-04;"Thermique fossile";2,440371846727
2016-05;"Thermique fossile";1,424177961691
2016-06;"Thermique fossile";1,535330774797
2016-07;"Thermique fossile";1,938343510132
2016-08;"Thermique fossile";2,049034896238
2016-09;"Thermique fossile";4,050066080918
2016-10;"Thermique fossile";4,987050818353
2016-11;"Thermique fossile";6,579138828378
2016-12;"Thermique fossile";7,336655761387
2017-01;"Thermique fossile";8,244805215971
2017-02;"Thermique fossile";6,04803352552
2017-03;"Thermique fossile";5,060499532078
2017-04;"Thermique fossile";3,349094815446
2017-05;"Thermique fossile";2,332888538861
2017-06;"Thermique fossile";2,001220556941
2017-07;"Thermique fossile";3,211099170879
2017-08;"Thermique fossile";1,971216090115
2017-09;"Thermique fossile";2,942636990311
2017-10;"Thermique fossile";5,310486809896
2017-11;"Thermique fossile";7,01289562507
2017-12;"Thermique fossile";6,050781076563
2018-01;"Thermique fossile";3,500031999428
2018-02;"Thermique fossile";6,017252124225
2018-03;"Thermique fossile";4,898336892267
2018-04;"Thermique fossile";1,168501973679
2018-05;"Thermique fossile";0,833190833094
2018-06;"Thermique fossile";1,094244376016
2018-07;"Thermique fossile";2,631009983295
2018-08;"Thermique fossile";2,488372788157
2018-09;"Thermique fossile";2,107616917548
2018-10;"Thermique fossile";3,683700760036
2018-11;"Thermique fossile";5,551612355879
2018-12;"Thermique fossile";4,459660161214
2019-01;"Thermique fossile";6,396932505865
2019-02;"Thermique fossile";4,829192713397
2019-03;"Thermique fossile";3,330685664846
2019-04;"Thermique fossile";2,22655469983
2019-05;"Thermique fossile";1,981540000173
2019-06;"Thermique fossile";1,775774953167
2019-07;"Thermique fossile";2,896627836383
2019-08;"Thermique fossile";2,176381033006
2019-09;"Thermique fossile";2,859586866448
2019-10;"Thermique fossile";3,21060417298
2019-11;"Thermique fossile";5,628336442444
2019-12;"Thermique fossile";4,372509391881
2020-01;"Thermique fossile";5,4848300421
2020-02;"Thermique fossile";3,833912639933
2020-03;"Thermique fossile";3,623243372263
2020-04;"Thermique fossile";0,589894550839
2020-05;"Thermique fossile";1,221025188019
2020-06;"Thermique fossile";2,484407571752
2020-07;"Thermique fossile";2,756111798529
2020-08;"Thermique fossile";2,634520209942
2020-09;"Thermique fossile";2,955039772426
2020-10;"Thermique fossile";2,473419371256
2020-11;"Thermique fossile";4,433034041344
2020-12;"Thermique fossile";4,860953361565
2021-01;"Thermique fossile";5,686564895064
2021-02;"Thermique fossile";4,059612653124
2021-03;"Thermique fossile";4,148784041189
2021-04;"Thermique fossile";3,046683005155
2021-05;"Thermique fossile";1,223594139311
2021-06;"Thermique fossile";1,549534216335
2021-07;"Thermique fossile";1,597575016569
2021-08;"Thermique fossile";0,954526770944
2021-09;"Thermique fossile";2,193976293954
2021-10;"Thermique fossile";2,583212875895
2021-11;"Thermique fossile";5,770744331193
2021-12;"Thermique fossile";5,773199862664
2022-01;"Thermique fossile";6,269569077013
2022-02;"Thermique fossile";4,501532317535
2022-03;"Thermique fossile";5,302324587523
2022-04;"Thermique fossile";3,504846600179
2022-05;"Thermique fossile";2,965554707998
2022-06;"Thermique fossile";2,571631428927
2022-07;"Thermique fossile";3,246633512211
2022-08;"Thermique fossile";3,023212139926
2022-09;"Thermique fossile";3,334382715154
2022-10;"Thermique fossile";3,868423821814
2022-11;"Thermique fossile";4,70175774616
2022-12;"Thermique fossile";5,871169957127
2023-01;"Thermique fossile";4,668001944777
2023-02;"Thermique fossile";5,357327890945
2023-03;"Thermique fossile";3,892387543182
2023-04;"Thermique fossile";2,097614920021
2023-05;"Thermique fossile";1,39318149695
2023-06;"Thermique fossile";1,933555943412
2023-07;"Thermique fossile";2,012066068463
2023-08;"Thermique fossile";1,888660793015
2023-09;"Thermique fossile";1,520306453413
2023-10;"Thermique fossile";1,448637699348
2023-11;"Thermique fossile";2,963587906161
2023-12;"Thermique fossile";3,434522804745
2024-01;"Thermique fossile";4,250765790826
2024-02;"Thermique fossile";2,850894260403
2024-03;"Thermique fossile";2,4861065
1995-01;"Eolien";
1995-02;"Eolien";
1995-03;"Eolien";
1995-04;"Eolien";
1995-05;"Eolien";
1995-06;"Eolien";
1995-07;"Eolien";
1995-08;"Eolien";
1995-09;"Eolien";
1995-10;"Eolien";
1995-11;"Eolien";
1995-12;"Eolien";
1996-01;"Eolien";
1996-02;"Eolien";
1996-03;"Eolien";
1996-04;"Eolien";
1996-05;"Eolien";
1996-06;"Eolien";
1996-07;"Eolien";
1996-08;"Eolien";
1996-09;"Eolien";
1996-10;"Eolien";
1996-11;"Eolien";
1996-12;"Eolien";
1997-01;"Eolien";
1997-02;"Eolien";
1997-03;"Eolien";
1997-04;"Eolien";
1997-05;"Eolien";
1997-06;"Eolien";
1997-07;"Eolien";
1997-08;"Eolien";
1997-09;"Eolien";
1997-10;"Eolien";
1997-11;"Eolien";
1997-12;"Eolien";
1998-01;"Eolien";
1998-02;"Eolien";
1998-03;"Eolien";
1998-04;"Eolien";
1998-05;"Eolien";
1998-06;"Eolien";
1998-07;"Eolien";
1998-08;"Eolien";
1998-09;"Eolien";
1998-10;"Eolien";
1998-11;"Eolien";
1998-12;"Eolien";
1999-01;"Eolien";
1999-02;"Eolien";
1999-03;"Eolien";
1999-04;"Eolien";
1999-05;"Eolien";
1999-06;"Eolien";
1999-07;"Eolien";
1999-08;"Eolien";
1999-09;"Eolien";
1999-10;"Eolien";
1999-11;"Eolien";
1999-12;"Eolien";
2000-01;"Eolien";
2000-02;"Eolien";
2000-03;"Eolien";
2000-04;"Eolien";
2000-05;"Eolien";
2000-06;"Eolien";
2000-07;"Eolien";
2000-08;"Eolien";
2000-09;"Eolien";
2000-10;"Eolien";
2000-11;"Eolien";
2000-12;"Eolien";
2001-01;"Eolien";0,007
2001-02;"Eolien";0,011
2001-03;"Eolien";0,009
2001-04;"Eolien";0,011
2001-05;"Eolien";0,01
2001-06;"Eolien";0,008
2001-07;"Eolien";0,007
2001-08;"Eolien";0,011
2001-09;"Eolien";0,012
2001-10;"Eolien";0,008
2001-11;"Eolien";0,015
2001-12;"Eolien";0,021
2002-01;"Eolien";0,015
2002-02;"Eolien";0,022
2002-03;"Eolien";0,018
2002-04;"Eolien";0,023
2002-05;"Eolien";0,024
2002-06;"Eolien";0,018
2002-07;"Eolien";0,025
2002-08;"Eolien";0,021
2002-09;"Eolien";0,019
2002-10;"Eolien";0,021
2002-11;"Eolien";0,033
2002-12;"Eolien";0,029
2003-01;"Eolien";0,036
2003-02;"Eolien";0,03
2003-03;"Eolien";0,0273
2003-04;"Eolien";0,0305
2003-05;"Eolien";0,0355
2003-06;"Eolien";0,023
2003-07;"Eolien";0,0335
2003-08;"Eolien";0,0175
2003-09;"Eolien";0,027
2003-10;"Eolien";0,0434
2003-11;"Eolien";0,036
2003-12;"Eolien";0,05
2004-01;"Eolien";0,054
2004-02;"Eolien";0,047
2004-03;"Eolien";0,057
2004-04;"Eolien";0,053
2004-05;"Eolien";0,037
2004-06;"Eolien";0,043
2004-07;"Eolien";0,044
2004-08;"Eolien";0,04
2004-09;"Eolien";0,047
2004-10;"Eolien";0,045
2004-11;"Eolien";0,062
2004-12;"Eolien";0,076
2005-01;"Eolien";0,102
2005-02;"Eolien";0,082
2005-03;"Eolien";0,065
2005-04;"Eolien";0,067
2005-05;"Eolien";0,069
2005-06;"Eolien";0,05
2005-07;"Eolien";0,071
2005-08;"Eolien";0,073
2005-09;"Eolien";0,058
2005-10;"Eolien";0,107
2005-11;"Eolien";0,107
2005-12;"Eolien";0,134
2006-01;"Eolien";0,136
2006-02;"Eolien";0,144
2006-03;"Eolien";0,204
2006-04;"Eolien";0,152
2006-05;"Eolien";0,175
2006-06;"Eolien";0,105
2006-07;"Eolien";0,097
2006-08;"Eolien";0,201
2006-09;"Eolien";0,158
2006-10;"Eolien";0,245
2006-11;"Eolien";0,308
2006-12;"Eolien";0,332
2007-01;"Eolien";0,426
2007-02;"Eolien";0,354
2007-03;"Eolien";0,348
2007-04;"Eolien";0,184
2007-05;"Eolien";0,353
2007-06;"Eolien";0,241
2007-07;"Eolien";0,33
2007-08;"Eolien";0,278
2007-09;"Eolien";0,267
2007-10;"Eolien";0,273
2007-11;"Eolien";0,43
2007-12;"Eolien";0,561
2008-01;"Eolien";0,606
2008-02;"Eolien";0,432
2008-03;"Eolien";0,701
2008-04;"Eolien";0,419
2008-05;"Eolien";0,283
2008-06;"Eolien";0,274
2008-07;"Eolien";0,343
2008-08;"Eolien";0,393
2008-09;"Eolien";0,439
2008-10;"Eolien";0,453
2008-11;"Eolien";0,608
2008-12;"Eolien";0,612
2009-01;"Eolien";0,654
2009-02;"Eolien";0,507
2009-03;"Eolien";0,763
2009-04;"Eolien";0,48
2009-05;"Eolien";0,554
2009-06;"Eolien";0,419
2009-07;"Eolien";0,563
2009-08;"Eolien";0,363
2009-09;"Eolien";0,567
2009-10;"Eolien";0,652
2009-11;"Eolien";1,345
2009-12;"Eolien";0,987
2010-01;"Eolien";0,688
2010-02;"Eolien";0,98
2010-03;"Eolien";1,175
2010-04;"Eolien";0,731
2010-05;"Eolien";0,743
2010-06;"Eolien";0,581
2010-07;"Eolien";0,488
2010-08;"Eolien";0,684
2010-09;"Eolien";0,569
2010-10;"Eolien";1,075
2010-11;"Eolien";1,01
2010-12;"Eolien";1,003
2011-01;"Eolien";1,268
2011-02;"Eolien";0,9
2011-03;"Eolien";1,135
2011-04;"Eolien";0,688
2011-05;"Eolien";0,749
2011-06;"Eolien";0,886
2011-07;"Eolien";0,839
2011-08;"Eolien";0,687
2011-09;"Eolien";0,855
2011-10;"Eolien";1,07
2011-11;"Eolien";0,945
2011-12;"Eolien";2,053
2012-01;"Eolien";1,587
2012-02;"Eolien";1,123
2012-03;"Eolien";0,977
2012-04;"Eolien";1,572
2012-05;"Eolien";0,974
2012-06;"Eolien";0,994
2012-07;"Eolien";0,912
2012-08;"Eolien";0,907
2012-09;"Eolien";0,931
2012-10;"Eolien";1,355
2012-11;"Eolien";1,309
2012-12;"Eolien";2,29
2013-01;"Eolien";1,326
2013-02;"Eolien";1,463
2013-03;"Eolien";1,352
2013-04;"Eolien";1,49
2013-05;"Eolien";1,155
2013-06;"Eolien";1,16
2013-07;"Eolien";0,877
2013-08;"Eolien";0,739
2013-09;"Eolien";0,948
2013-10;"Eolien";1,612
2013-11;"Eolien";1,809
2013-12;"Eolien";2,011
2014-01;"Eolien";2,181930765
2014-02;"Eolien";2,472573395
2014-03;"Eolien";1,282373217
2014-04;"Eolien";1,048399965
2014-05;"Eolien";1,519585523
2014-06;"Eolien";0,955105605
2014-07;"Eolien";0,94654156
2014-08;"Eolien";0,975654709
2014-09;"Eolien";0,723096472
2014-10;"Eolien";1,269911121
2014-11;"Eolien";1,492060319
2014-12;"Eolien";2,106223207
2015-01;"Eolien";2,299499355
2015-02;"Eolien";1,910273513
2015-03;"Eolien";2,005330166
2015-04;"Eolien";1,452411474
2015-05;"Eolien";1,580470869
2015-06;"Eolien";1,254703138
2015-07;"Eolien";1,399122421
2015-08;"Eolien";1,126091025
2015-09;"Eolien";1,674529235
2015-10;"Eolien";1,292109478
2015-11;"Eolien";2,54487977
2015-12;"Eolien";2,572774139
2016-01;"Eolien";2,850363945
2016-02;"Eolien";2,899854449
2016-03;"Eolien";2,453641916
2016-04;"Eolien";1,670149414
2016-05;"Eolien";1,541870077
2016-06;"Eolien";1,071145828
2016-07;"Eolien";1,017766236
2016-08;"Eolien";1,187715009
2016-09;"Eolien";0,990726539
2016-10;"Eolien";1,409801363
2016-11;"Eolien";2,323655174
2016-12;"Eolien";1,529318185
2017-01;"Eolien";2,043715104831
2017-02;"Eolien";2,534326608499
2017-03;"Eolien";2,647432809502
2017-04;"Eolien";1,459997116501
2017-05;"Eolien";1,494177471334
2017-06;"Eolien";1,468629520002
2017-07;"Eolien";1,704786485334
2017-08;"Eolien";1,232375436663
2017-09;"Eolien";1,638291637165
2017-10;"Eolien";2,074851764002
2017-11;"Eolien";2,315354451667
2017-12;"Eolien";3,365612346502
2018-01;"Eolien";3,998781846333
2018-02;"Eolien";2,778074741002
2018-03;"Eolien";3,125905008164
2018-04;"Eolien";2,160852737334
2018-05;"Eolien";1,598885334834
2018-06;"Eolien";1,370421285331
2018-07;"Eolien";1,100474301504
2018-08;"Eolien";1,402971755001
2018-09;"Eolien";1,612137183168
2018-10;"Eolien";2,491466995335
2018-11;"Eolien";2,801367641833
2018-12;"Eolien";3,651540939334
2019-01;"Eolien";3,050435165168
2019-02;"Eolien";2,6250344105
2019-03;"Eolien";4,421031634835
2019-04;"Eolien";2,316183978501
2019-05;"Eolien";2,204962824832
2019-06;"Eolien";1,866695914168
2019-07;"Eolien";1,699200597498
2019-08;"Eolien";1,632582021998
2019-09;"Eolien";2,612926876839
2019-10;"Eolien";3,359795886168
2019-11;"Eolien";3,338164607165
2019-12;"Eolien";4,649236096502
2020-01;"Eolien";4,159034592832
2020-02;"Eolien";5,886467195168
2020-03;"Eolien";4,486351539168
2020-04;"Eolien";2,273310543
2020-05;"Eolien";2,653211601334
